aid,katz_centrality_R,sqid,num_bff_noms,nominations,mbff_reciprocity,fbff_reciprocity
92574687,2.643023995310993,160765,0,6,0,0
92574688,2.420294873018303,186421,0,5,0,0
92574689,1.83670690546864,143220,1,2,0,1
92574691,1.2385298708717165,188936,1,2,0,0
92574692,1,169093,0,0,0,0
92574693,1,NA,0,2,0,0
92574694,1,226192,0,0,0,0
92574695,3.085894400261639,270584,3,8,0,1
92574696,2.5906432470535243,139753,1,5,1,0
92574697,1.4939404879976854,140496,1,3,0,0
92574698,1.821973905609688,215263,0,3,0,0
92574699,1,NA,0,3,0,0
92574701,1.1418670710577548,161796,0,1,0,0
92574702,2.478239176279714,263546,2,9,0,1
92574703,1.3767532885983738,107193,0,2,0,0
92574704,2.2952792845512944,110015,0,7,0,0
92574705,1.5630275980018338,230510,1,3,0,0
92574706,1.163366558634316,165820,0,1,0,0
92574707,1.1738207965043943,241433,0,1,0,0
92574708,1.268869088399839,219749,0,1,0,0
92574709,1,NA,0,1,0,0
92574720,1.545367303872974,236570,0,3,0,0
92574721,1.1503731655924319,274416,0,1,0,0
92574722,3.2623166407340416,274378,0,7,0,0
92574723,1.345223544489022,153351,0,2,0,0
92574724,1,NA,0,1,0,0
92574726,1,114941,0,0,0,0
92574727,2.0025061806134152,183718,0,5,0,0
92574728,2.0921004004151325,114991,0,6,0,0
92574729,1,277452,0,0,0,0
92574730,1.9728149948291573,160137,3,5,1,1
92574731,1.2108556607289294,247197,1,1,0,1
92574734,1.232323200068337,259879,0,2,0,0
92574736,1,204636,0,0,0,0
92574739,1.504866591548975,182388,1,4,0,1
92574740,1,NA,0,2,0,0
92574743,1.246920054973822,118861,0,2,0,0
92574746,1,NA,0,2,0,0
92574747,1,NA,0,4,0,0
92574780,1.1431576776816519,216499,0,1,0,0
92574781,2.2458724121529783,168563,1,6,0,0
92574782,3.4681862742339975,279535,3,7,0,1
92574783,6.79288916883443,257832,1,14,0,1
92574784,1.281048445399579,210465,0,2,0,0
92574785,3.108583107165031,164432,0,7,0,0
92574786,2.590751049633639,159094,1,7,0,1
92574787,1.5806986065955078,159044,1,4,0,1
92574788,2.264824276695746,159081,0,7,0,0
92574789,4.062360815527709,182436,3,10,1,1
92574791,1,126535,0,0,0,0
92574792,1.5506744817218077,131884,0,3,0,0
92574793,1.8572053803652535,181803,1,5,0,0
92574794,1.3228802647309754,130082,2,2,0,0
92574796,1,NA,0,1,0,0
92574799,1.2707731862841483,151727,1,2,1,0
92574800,1.590890096838455,192987,0,4,0,0
92574801,1.599184425568635,104508,0,4,0,0
92574802,1.845023063703155,147882,3,5,1,0
92574803,1,274590,0,0,0,0
92574804,1.2010371578292263,196574,0,1,0,0
92574805,1.1519614557163498,241469,0,1,0,0
92574806,1.6340154644933134,221598,0,4,0,0
92574807,1,263531,0,0,0,0
92574808,1.8344456638448658,229926,0,5,0,0
92574809,1.2881510545428538,110058,0,1,0,0
92574810,1.1,151223,0,1,0,0
92574811,1.2578957573232323,210067,0,2,0,0
92574812,1,241615,0,0,0,0
92574814,1,NA,0,1,0,0
92574815,1.5799497853535354,114045,0,4,0,0
92574816,1,NA,0,1,0,0
92574817,1,NA,0,1,0,0
92574818,1,NA,0,2,0,0
92574819,1.369865022979798,186656,1,3,0,0
92574820,1.7979562424114843,204247,1,4,0,0
92574821,3.8300654304373114,223309,2,14,0,0
92574822,5.864554378252258,183728,1,10,0,0
92574823,1.8372404224904026,223373,0,4,0,0
92574824,1,NA,0,7,0,0
92574825,1.1277663657352606,274547,1,1,0,0
92574827,8.46032282838516,146609,0,8,0,0
92574828,1.573064681206605,120381,0,1,0,0
92574829,5.871196802843475,236660,1,12,0,0
92574830,1.4078604954214122,269467,0,3,0,0
92574831,1.3779567316628702,182369,1,2,0,1
92574832,1,NA,0,2,0,0
92574833,1.328010208861048,216514,0,2,0,0
92574834,1,NA,0,7,0,0
92574838,1.619178814168565,220813,2,4,1,1
92574839,1,NA,0,1,0,0
92574841,1,NA,0,3,0,0
92574842,1.2528503298429319,235871,1,2,0,1
92574844,1,136100,0,0,0,0
92574845,1,151144,0,0,0,0
92574846,1.222220005235602,261409,1,2,0,0
92574847,1,NA,0,1,0,0
92574848,1.1111100026178011,249634,0,1,0,0
92574849,1,NA,0,1,0,0
92574880,3.9547116691275286,160702,3,13,0,1
92574881,3.383245843666618,135548,2,9,0,1
92574882,2.166025292643928,110221,1,7,0,0
92574883,1,NA,0,6,0,0
92574884,1.685340892601948,240077,1,3,0,0
92574885,1,NA,0,8,0,0
92574886,1.4422893403733348,203910,0,3,0,0
92574887,8.042562885516652,142790,0,16,0,0
92574888,1,NA,0,1,0,0
92574889,1,NA,0,8,0,0
92574890,1.3450813449486736,140382,1,3,0,0
92574891,1,125877,0,0,0,0
92574892,1.3853407584792068,167883,0,3,0,0
92574893,1,NA,0,4,0,0
92574894,1,NA,0,2,0,0
92574895,1.8468322645874253,139754,1,4,0,0
92574896,1,NA,0,15,0,0
92574897,1.5567910512918468,270585,0,3,0,0
92574898,1,NA,0,1,0,0
92574900,2.1184306450586625,242543,3,6,1,1
92574901,1.885822530860783,241541,1,4,0,1
92574902,1,270871,0,0,0,0
92574903,1.7869847389101756,174400,0,5,0,0
92574905,1.1,174279,1,1,0,0
92574906,1.4066927610469246,104540,0,3,0,0
92574907,2.0396763638414193,198837,0,5,0,0
92574908,1.578332582900704,242517,1,3,1,0
92574909,1.1654493320805939,108766,0,1,0,0
92574910,1.6101900954545454,125448,1,4,0,0
92574911,1,NA,0,1,0,0
92574912,1.126406032070707,155457,1,1,0,0
92574914,1.1256650424242425,261630,0,1,0,0
92574916,1.2248950224747475,146462,0,2,0,0
92574917,1.2531267616161617,132609,2,2,0,0
92574918,1.1249920166666667,261655,0,1,0,0
92574919,1,NA,0,2,0,0
92574920,1.9598775632073888,219897,1,6,0,1
92574921,1.1646808643015625,228161,1,1,0,0
92574924,1,NA,0,1,0,0
92574925,3.8484761009047666,112540,4,16,0,0
92574926,2.1762283716324773,114830,1,7,0,1
92574928,1.2795186666516558,162270,0,1,0,0
92574932,1.4081412462186789,145216,1,3,0,0
92574933,1,NA,0,5,0,0
92574934,2.9671188481321185,210676,4,12,0,0
92574936,1.2450965088838268,115850,0,2,0,0
92574939,1,NA,0,1,0,0
92574942,1.1111100026178011,179259,0,1,0,0
92574947,1.2627602617801048,163816,0,2,0,0
92574948,1.2244800340314137,107871,0,2,0,0
92574949,1.1247200471204188,146903,0,1,0,0
92574980,2.364138965704715,108578,2,6,1,0
92574981,1,NA,0,1,0,0
92574982,1.5117333329046736,172759,1,5,0,0
92574983,3.1525248616635353,239932,0,8,0,0
92574984,1,NA,0,4,0,0
92574985,4.2898487920602655,186430,1,12,0,1
92574986,1,NA,0,1,0,0
92574987,1.379214670041673,139268,1,2,0,1
92574988,2.4534075352566775,232255,2,8,0,1
92574989,1.4048183446430973,134285,1,3,0,1
92574990,1,NA,0,3,0,0
92574991,1,NA,0,2,0,0
92574992,1.7232087725281664,266435,0,5,0,0
92574993,1,NA,0,8,0,0
92574994,1.8821407367081533,236882,0,5,0,0
92574995,1.1556930293836671,109734,0,1,0,0
92574997,1,NA,0,1,0,0
92574998,1.5608046209271782,224281,0,4,0,0
92574999,1.2575923695659168,236884,0,2,0,0
92575000,1,NA,0,1,0,0
92575001,2.365177438055448,141645,0,4,0,0
92575002,1.826743557667609,135621,2,5,0,1
92575003,2.793742627339343,175831,3,7,0,1
92575004,1.5527329268231331,210065,1,4,0,1
92575005,4.191806378942244,210642,4,12,0,1
92575006,2.1313409933957486,124873,2,5,0,0
92575007,2.263042697373473,186634,0,7,0,0
92575008,3.047965494826362,278446,2,7,0,0
92575009,1.958803527885432,156620,0,2,0,0
92575010,1.5028744590716867,262521,0,1,0,0
92575011,2.9824016898143713,270240,2,12,0,1
92575012,3.8749529923637804,268336,3,6,1,0
92575013,1.8907356134421622,238960,1,4,1,0
92575014,2.0347394005353285,273140,2,6,0,0
92575015,3.0197901668417537,262350,4,10,0,0
92575016,1,NA,0,5,0,0
92575017,1,NA,0,5,0,0
92575018,2.269861679896466,156711,0,6,0,0
92575019,1,NA,0,10,0,0
92575020,1.5864201222495835,172789,0,2,0,0
92575021,2.6127420029605415,203250,0,7,0,0
92575022,4.495695096304528,155943,4,11,0,1
92575023,2.2153954723159193,155940,2,6,1,1
92575024,4.700651755610625,266364,2,9,1,0
92575025,2.8340686456598023,267617,1,8,0,0
92575026,2.824438688245243,250854,1,8,1,0
92575027,1,NA,0,4,0,0
92575028,3.0938071226859107,143927,3,11,0,1
92575029,1,NA,0,2,0,0
92575030,3.4932860998200677,179582,1,5,0,1
92575031,2.5943643455757144,177963,1,5,0,0
92575032,1,NA,0,7,0,0
92575033,1.2556596120312122,177960,1,2,1,0
92575034,2.0010318478873543,204915,0,5,0,0
92575035,1.4694180228163518,150022,1,3,0,0
92575036,6.6995659120293665,177214,4,15,1,0
92575037,4.241963536742238,179788,1,9,0,0
92575038,7.916747830616067,177233,2,10,1,0
92575039,2.8083269552374284,177217,1,6,0,0
92575060,1,NA,0,5,0,0
92575061,2.3289231627437097,181785,0,3,0,0
92575062,4.292526955178939,251208,2,8,0,1
92575063,2.172380997692077,126414,1,4,1,0
92575064,1.8248508095138947,266425,0,5,0,0
92575065,3.6361233964902002,103166,1,11,0,0
92575066,1,NA,0,4,0,0
92575067,1,151609,0,0,0,0
92575068,1.2188637567790224,143983,0,1,0,0
92575069,3.1053130911515123,130014,1,5,0,0
92575070,1.84684271266677,173978,0,4,0,0
92575071,1,259624,0,0,0,0
92575072,2.426914189835755,218964,1,7,0,0
92575073,1.1566003906534035,106682,0,1,0,0
92575074,1.5225578759267946,174442,0,3,0,0
92575075,1.3228921204255695,174439,2,2,1,1
92575076,1.3743956188126238,179437,1,2,0,0
92575077,1.2359550534028836,106668,1,2,0,0
92575078,1,NA,0,4,0,0
92575079,1,NA,0,9,0,0
92575080,2.134836509818941,179468,0,3,0,0
92575081,3.891531633352882,274154,2,10,0,0
92575082,1.349443179531268,262682,1,2,1,0
92575083,3.7947394649062747,177555,2,11,0,1
92575084,3.335079742673528,158954,3,8,0,1
92575086,1.8196767832942329,177558,0,4,0,0
92575087,2.818455710586962,105002,0,7,0,0
92575088,2.107100104066191,134308,0,4,0,0
92575089,2.4425263271692104,248318,0,6,0,0
92575090,2.3953875012236487,248309,1,5,1,0
92575091,3.1649762711216214,167492,1,7,0,1
92575092,1.4793291646617621,248910,0,3,0,0
92575093,1.1437792074318027,106670,0,1,0,0
92575094,1.800491181707018,248307,0,4,0,0
92575095,1,NA,0,2,0,0
92575096,1.1,204504,0,1,0,0
92575097,1.2233445566770018,108461,1,2,0,0
92575098,2.8277102444580295,133692,1,9,0,1
92575099,3.1337745038553915,174512,2,7,0,1
92575100,3.9779089367888933,144661,1,7,0,0
92575101,2.0969869301616906,199257,1,6,0,0
92575102,1.370023862625694,223837,0,3,0,0
92575103,6.034042374188861,161448,4,13,0,1
92575104,5.122208957151053,261637,3,9,1,1
92575105,1.1428752639793842,189071,0,1,0,0
92575106,1,NA,0,6,0,0
92575107,1.5475606903665,199198,3,3,0,1
92575108,1.1946650970081758,262262,0,1,0,0
92575109,8.1406388465059365,199254,4,11,0,0
92575110,1,NA,0,4,0,0
92575111,1.2732537176669994,147823,1,2,0,0
92575112,1.542412975886303,219972,1,3,0,1
92575113,3.269721136082194,147837,4,10,0,0
92575114,2.4622066947234256,262320,1,7,0,0
92575115,1.8870659821797395,139349,1,5,0,0
92575116,1.1439802875725742,171251,0,1,0,0
92575117,1.6701114207975212,262410,1,4,1,0
92575118,1.6391718974927008,262561,1,4,1,0
92575119,9.339870525840436,171271,4,16,1,0
92575121,2.060550878901033,267602,0,5,0,0
92575122,3.9645552769531998,158888,3,13,0,1
92575123,1.212121212121212,252657,0,3,0,0
92575124,3.4259023477505313,243405,1,11,0,1
92575125,3.9415279835806825,199076,0,7,0,0
92575126,4.728970867343818,265169,2,12,1,0
92575127,1.5014633176680963,226147,1,3,0,1
92575128,1.7172204635951982,274874,0,4,0,0
92575129,5.716102692707432,124156,4,18,0,1
92575130,2.797953667456426,179706,2,7,1,0
92575131,3.7399321892561703,215664,1,8,0,0
92575132,1.9343546231640458,177965,1,3,0,0
92575133,2.4063670070791536,259552,1,7,0,1
92575134,3.500744682349787,177890,2,6,1,0
92575135,1.5554296861842838,177176,0,2,0,0
92575136,4.096706526575744,168659,3,9,1,1
92575137,1.834601852280888,177244,3,5,0,0
92575138,2.561721557945035,204897,2,5,0,0
92575139,4.158106527243445,177236,2,7,1,0
92575150,2.69428890866573,249692,1,4,0,0
92575151,1.350633888401131,151075,0,2,0,0
92575152,1.493126843287595,239416,0,2,0,0
92575153,1.3144779507005488,227968,0,1,0,0
92575154,3.8658046375639006,146867,1,8,0,0
92575155,1.6353651322573177,197419,1,3,0,1
92575156,1.3929705985320515,100109,0,3,0,0
92575157,4.469710940503877,209889,3,13,0,0
92575158,1.8821093491309115,176295,1,4,0,1
92575159,3.5138206524576177,227965,3,11,0,0
92575160,11.689235347839002,167809,1,18,0,1
92575161,1.4152196417591345,131807,1,2,0,1
92575162,3.4017625374746956,162406,1,6,0,1
92575163,4.938501327527245,166193,3,10,0,1
92575164,1.1659459407885848,159431,0,1,0,0
92575165,1.1111111111111112,118609,0,2,0,0
92575166,3.509544539059373,128215,0,5,0,0
92575167,3.2902283539550594,234406,1,5,0,0
92575168,2.2682054142208044,126469,2,9,0,0
92575169,2.648765957745943,235013,1,5,1,0
92575170,2.368611456143589,202692,1,9,0,0
92575171,1.4279852598152352,192549,1,3,0,0
92575172,1.191651929731411,166189,0,1,0,0
92575173,1,NA,0,1,0,0
92575174,1.58534467134526,218888,0,3,0,0
92575175,1,184074,0,0,0,0
92575176,1,NA,0,9,0,0
92575177,2.0653819729244676,163784,1,5,1,0
92575178,1.4089258410498267,248238,0,3,0,0
92575179,2.1728831691926738,163126,0,6,0,0
92575180,2.460555026263682,223104,1,6,1,0
92575181,3.2615440547289696,188435,3,7,1,1
92575182,1.1862574152827252,116334,0,1,0,0
92575183,1.6179203344850743,204511,0,3,0,0
92575184,1.5258151347413265,244180,1,3,1,0
92575185,1.7125021675264214,164385,0,2,0,0
92575186,2.212537471196618,105013,1,4,0,0
92575187,1,NA,0,1,0,0
92575188,1.5877408106119317,146202,0,2,0,0
92575189,1.2941987002132385,274163,1,2,0,0
92575190,1,NA,0,3,0,0
92575191,1,NA,0,3,0,0
92575192,1,NA,0,4,0,0
92575193,1.6321221310198992,163752,0,3,0,0
92575194,2.778024669890201,167340,0,7,0,0
92575195,2.1162063743846566,215905,1,6,0,0
92575196,1.1330007391492323,204521,1,1,0,0
92575197,2.9262233619900044,216597,2,8,0,0
92575198,1.558487721814056,204523,0,3,0,0
92575199,1.3861215305871892,248291,0,2,0,0
92575200,4.11902791052586,199270,0,6,0,0
92575201,1.5975979558158016,275451,1,3,1,0
92575202,1.853360676316091,189695,1,4,1,0
92575203,2.3472079993004797,199271,1,5,0,1
92575204,1.9171820568569555,144615,1,5,1,0
92575205,9.803308402423827,210673,6,13,1,1
92575206,5.933926289806681,274607,4,13,0,1
92575207,1.5180075191475138,141649,0,4,0,0
92575208,2.8725583902821965,275370,1,10,0,0
92575209,1.1724612803873673,175809,0,1,0,0
92575210,2.716348038024477,183857,2,7,0,1
92575211,1.428571428521709,223577,0,3,0,0
92575212,2.154127806917928,212769,2,6,0,0
92575213,1.8101776757275694,147835,0,4,0,0
92575214,2.404546251705451,182079,2,7,0,1
92575215,1.8323211038557503,192100,2,4,0,1
92575216,2.0482740127236267,144180,1,7,0,1
92575217,1,NA,0,1,0,0
92575218,1,NA,0,3,0,0
92575219,2.713904427009359,183847,0,7,0,0
92575220,1.1227271603243394,143800,0,1,0,0
92575221,1,NA,0,9,0,0
92575222,2.871216509999796,147406,1,8,0,0
92575223,1.2559842597665067,236257,0,2,0,0
92575224,1.4113984932852128,210009,0,3,0,0
92575225,4.388599672065131,265778,2,11,0,1
92575226,1,NA,0,6,0,0
92575227,2.3767423773667056,166750,1,6,1,0
92575228,1,NA,0,20,0,0
92575229,3.4558677563538085,155941,4,13,0,1
92575230,1.9501414290860528,179710,1,3,1,0
92575231,3.5162862792752616,179574,0,7,0,0
92575232,1,NA,0,3,0,0
92575233,2.9002845394026506,179790,2,6,0,1
92575234,1.5262266746795716,179543,1,3,0,1
92575235,1.2407760319647079,179623,0,1,0,0
92575236,1,NA,0,6,0,0
92575237,3.0808706508866828,179668,3,7,1,0
92575238,5.6497413167280515,177967,1,11,1,0
92575239,1,NA,0,6,0,0
92575240,1.1,248895,0,1,0,0
92575241,1.8940520388349515,221494,3,5,1,1
92575242,1,NA,0,3,0,0
92575243,1,NA,0,6,0,0
92575244,1.549354509708738,184608,0,4,0,0
92575245,1,192582,0,0,0,0
92575246,1.5438658718446603,149922,1,3,1,0
92575247,1,NA,0,6,0,0
92575248,1,NA,0,4,0,0
92575249,1,NA,0,4,0,0
92575250,1.753431487824491,132051,1,3,0,1
92575253,1.9450828779922014,129501,1,4,0,0
92575254,2.0610046493525638,206312,0,5,0,0
92575255,3.072850329331051,240500,1,6,1,0
92575256,2.9706910922859597,137403,4,9,0,0
92575258,1,NA,0,1,0,0
92575261,1,NA,0,4,0,0
92575262,1,NA,0,11,0,0
92575263,5.173508836347713,159414,3,11,1,0
92575264,1.4970268246007292,194866,0,2,0,0
92575266,3.155878408916156,239210,1,7,1,0
92575267,9.555462262805554,201413,1,8,0,1
92575268,1.7738997425752232,191807,0,2,0,0
92575270,1.223469387200594,248239,1,2,0,0
92575271,1,187169,0,0,0,0
92575272,1.8992632158694802,238762,0,5,0,0
92575273,1,NA,0,1,0,0
92575274,1.2364790665509036,277689,0,2,0,0
92575275,1,NA,0,3,0,0
92575276,1,NA,0,1,0,0
92575277,1.8004959269293936,230355,1,5,0,0
92575278,2.0090771273977723,219690,0,7,0,0
92575279,1.4903420213958665,216019,1,3,0,0
92575280,2.401365700761379,223102,2,5,0,1
92575281,3.0437564388073435,125302,4,5,1,0
92575282,3.480984928754219,203304,2,10,0,1
92575283,3.0702593069850743,203312,3,10,1,0
92575284,1.7515971791583138,251973,1,3,0,1
92575285,2.095446767069968,274736,4,5,0,0
92575286,1,NA,0,5,0,0
92575287,1.159864441661564,208161,0,1,0,0
92575288,2.259083953697954,187654,0,8,0,0
92575289,1,NA,0,1,0,0
92575290,1.395418887735757,228503,0,2,0,0
92575291,3.4238091179599572,221291,3,11,0,1
92575292,1.813782839140086,248328,4,4,0,0
92575293,1,NA,0,3,0,0
92575294,1,NA,0,1,0,0
92575295,1.3401798796148081,158332,1,2,0,0
92575296,1.6541250273889179,187174,1,3,0,1
92575297,2.4431822610684604,115767,1,5,0,1
92575298,1.8652324496185266,276580,0,3,0,0
92575299,2.537640551795789,256031,1,7,1,0
92575300,1.4111619301769027,161449,0,1,0,0
92575301,1.8397438807599145,123064,2,5,0,1
92575302,1,144681,0,0,0,0
92575303,1.1239679615967182,144693,0,1,0,0
92575304,1.639529822779894,275442,2,5,0,0
92575305,1.9408784772585963,186630,2,6,0,1
92575306,1.3248343243484055,156675,0,2,0,0
92575307,2.987530507140039,153081,2,10,0,1
92575308,4.604025511989748,189616,2,9,1,1
92575309,1.9932046346777357,144618,1,4,0,0
92575310,8.693124338404637,219984,5,14,1,0
92575311,1.8178209775031915,261291,1,3,0,0
92575312,1,268312,0,0,0,0
92575313,3.7880959892869486,233669,3,14,0,0
92575314,2.5016620382642114,270190,2,8,1,0
92575315,1,268337,0,0,0,0
92575316,1.572568525957196,144270,1,2,1,0
92575317,1.8051046653602811,212040,0,3,0,0
92575318,4.2308628844239315,171141,1,11,1,0
92575319,1.7486755394413676,233689,1,5,0,1
92575320,1.893788800958145,196153,1,7,0,1
92575321,4.7351890732169615,196161,2,8,0,1
92575322,2.7877753952302227,233982,2,8,1,0
92575323,1.9840568463391444,209225,1,4,0,1
92575324,6.740019007314423,199150,7,18,1,1
92575325,2.2867802967315862,147572,1,5,0,0
92575326,1.319224434970309,260279,0,2,0,0
92575327,2.6216505005627395,224404,3,7,0,0
92575328,1.278711611407087,165620,0,2,0,0
92575329,3.165333131227524,265824,2,9,1,0
92575330,1.799101315839367,240362,0,4,0,0
92575331,2.561586530705168,204758,0,8,0,0
92575332,1,NA,0,2,0,0
92575333,1.1130689148589084,177145,0,1,0,0
92575334,1.2076320697490894,167418,0,1,0,0
92575335,1.5109496793208677,177809,2,2,0,1
92575336,2.2986444494059377,179737,2,4,1,1
92575337,2.078061829099478,204712,1,5,1,0
92575338,2.8657701880078417,215729,1,6,0,1
92575339,1.607965281653363,177249,0,3,0,0
92575350,1.3354999585045881,222499,0,1,0,0
92575351,1,NA,0,5,0,0
92575352,2.685781764402118,194454,1,6,0,0
92575353,1,NA,0,4,0,0
92575354,1,NA,0,2,0,0
92575355,1.6628827581710128,196689,0,3,0,0
92575356,3.7460295801366703,209888,0,7,0,0
92575357,2.638018145238374,110966,0,6,0,0
92575358,3.6231087349321314,232765,1,9,0,0
92575359,4.108075812748364,151089,1,9,0,0
92575360,7.461971657291359,107297,3,18,0,0
92575361,1.2964188986224001,263360,0,2,0,0
92575362,1.7097853109837162,278809,1,5,0,1
92575363,1.8249306104159981,131867,1,5,1,0
92575364,1,178008,0,0,0,0
92575365,3.858750214247039,235068,1,8,1,0
92575366,1.286018070128917,266818,1,2,0,0
92575367,6.367092267493263,181796,0,11,0,0
92575368,1.1111111111111112,130009,0,1,0,0
92575369,3.509134159883182,167814,2,5,1,1
92575370,1,215908,0,0,0,0
92575371,1,NA,0,5,0,0
92575372,1,167962,0,0,0,0
92575373,1.3830420082760893,103761,0,3,0,0
92575374,1.123933207806213,197842,0,1,0,0
92575375,2.0568695495867697,242914,0,6,0,0
92575376,1.618384540803713,202191,0,2,0,0
92575377,1.7783327723639852,185893,0,4,0,0
92575378,1,226196,0,0,0,0
92575379,1.5779411449748393,184024,0,3,0,0
92575380,2.9322937192618115,139145,0,6,0,0
92575381,1,NA,0,1,0,0
92575382,1.7219241836870829,139141,1,5,0,0
92575383,1.3701961996931877,115777,0,3,0,0
92575384,1.5491649698828707,115173,2,3,0,0
92575385,1.2717161172588485,134338,0,2,0,0
92575386,2.9369758877388223,274749,2,7,1,0
92575387,1.5248927096246836,276620,0,3,0,0
92575388,2.5490948330573566,244174,0,6,0,0
92575390,1.1743899200119443,158340,0,1,0,0
92575391,1,NA,0,2,0,0
92575392,1.1731220733881376,133695,1,1,0,1
92575393,1.2832175247571513,106649,0,2,0,0
92575394,1.602849519808412,242883,0,4,0,0
92575395,1,158339,0,0,0,0
92575396,1.8686803793024895,160035,0,4,0,0
92575397,1,108451,0,0,0,0
92575398,1.5955088945784635,115752,1,4,0,0
92575399,1,NA,0,6,0,0
92575400,1,156623,0,0,0,0
92575401,1.932201642582306,144641,2,3,0,1
92575402,1,NA,0,5,0,0
92575404,3.533741591141407,278441,1,7,1,0
92575405,1.280345643121648,141646,0,2,0,0
92575406,1,NA,0,4,0,0
92575407,1.4118014984952254,141601,0,3,0,0
92575408,1.8250541648569358,275372,0,3,0,0
92575409,1.5258187534107779,123063,1,2,0,0
92575420,3.315961223905398,103121,3,8,0,0
92575421,2.436589832013473,147643,1,7,0,1
92575422,1.6975052369079613,205129,1,5,0,0
92575423,3.355726901455823,209220,3,8,1,0
92575424,2.5028039011510215,193239,2,7,0,1
92575425,2.210453601289543,196214,0,7,0,0
92575426,1.680669976288812,166139,1,4,0,0
92575427,2.7918571119465208,270532,2,8,0,0
92575428,1.5590376377264765,158897,1,5,0,0
92575429,1.4827455333759496,267600,1,3,0,1
92575430,1.2764131272426473,204717,0,1,0,0
92575431,4.233291290429019,177310,3,8,1,1
92575432,1.5730295822397742,177887,1,3,1,0
92575433,1.4631869069440588,177876,1,3,1,0
92575434,2.009243295281844,177241,1,5,0,0
92575435,3.541584035862101,177153,1,5,0,0
92575436,3.819971507589467,240360,3,15,0,0
92575437,3.1588866202766965,163173,1,7,0,0
92575438,2.3033226364069153,179639,1,4,1,0
92575439,1.3967909507829341,177731,1,3,1,0
92575460,2.762707065723034,220005,4,8,1,1
92575461,4.216070809255724,118629,1,9,0,0
92575462,3.3267858303142694,194231,0,8,0,0
92575463,1.8697111348867064,239234,1,4,0,1
92575464,2.0310477318693967,251209,2,6,1,0
92575465,1.832212971610039,191820,0,3,0,0
92575466,1.1345392524309827,159432,0,1,0,0
92575467,4.823682303022054,169006,0,14,0,0
92575468,1.5455996773978775,254206,0,4,0,0
92575469,1.4939994348168584,234420,2,4,0,0
92575470,1.613272356897661,106633,1,4,0,1
92575471,1.254032040238218,219590,1,2,0,1
92575472,1.1726067218264729,189462,0,1,0,0
92575473,1,NA,0,3,0,0
92575474,1.1258294574933416,251289,1,1,0,0
92575475,2.2292614275410894,174477,0,5,0,0
92575476,1.3505996133199258,218887,1,3,0,0
92575477,1.6774301489874381,219688,1,5,0,0
92575478,1,NA,0,6,0,0
92575479,1.1604206368285768,125891,0,1,0,0
92575520,3.7087332716033723,165426,5,14,0,1
92575521,1.1,200948,0,1,0,0
92575522,1,180642,0,0,0,0
92575523,1.6568893056675122,160816,0,4,0,0
92575524,1.1534338249671277,243418,0,1,0,0
92575525,1.9338743388067583,246402,1,4,0,0
92575526,1.2287640944882479,265745,0,2,0,0
92575527,2.1670518106361163,266371,2,7,1,0
92575528,1.284830979527418,199180,0,3,0,0
92575529,1.5207135739091777,166024,0,2,0,0
92575570,1.307499084128453,276487,0,2,0,0
92575571,1.254032040238218,219097,1,2,0,1
92575572,1.1388897892876857,276570,0,1,0,0
92575573,1.2730390325595051,276472,0,2,0,0
92575574,1.1806038183721288,184020,0,1,0,0
92575575,1.234500705016411,184110,1,2,0,1
92575576,2.040987203410916,106629,1,6,0,0
92575577,2.083013690663144,219095,1,7,0,0
92575578,2.67758132746604,260870,4,10,0,0
92575579,1.472342956141151,102438,0,4,0,0
92575620,1.7466894143220768,170364,1,4,0,0
92575621,1,199097,0,0,0,0
92575622,1.3927009450757764,242217,1,3,0,1
92575623,4.245356625023771,246557,2,13,1,0
92575624,2.119761135523884,265034,1,5,0,1
92575625,1.2,199182,1,3,0,0
92575626,1.7981439884946466,202147,0,4,0,0
92575627,5.628748335841087,196168,2,13,0,1
92575628,6.495399003874363,199085,1,15,0,0
92575629,1.9159965103098693,138024,1,4,0,0
92575670,2.2202899889609533,125890,1,6,0,0
92575671,1.1279726174419182,151761,1,1,0,1
92575672,2.0961815525838987,164415,1,6,0,0
92575673,1.590682780849468,265201,0,4,0,0
92575674,1.331737230668515,260913,1,2,0,0
92575675,1.7450083646491956,248876,1,3,1,0
92575676,1,NA,0,6,0,0
92575677,1.8176374125462254,175027,0,5,0,0
92575678,1.3104694702086386,228439,0,1,0,0
92575679,1,NA,0,1,0,0
92575722,1.6641372207114002,252656,2,3,1,0
92575725,1,NA,0,4,0,0
92575726,1.1166912369810933,107402,1,2,0,0
92575727,1.2913575128113162,271602,0,2,0,0
92575728,1,NA,0,7,0,0
92575770,1,132432,0,0,0,0
92575771,2.140457294919716,264560,3,7,1,0
92575772,1.4145461118293812,218923,0,2,0,0
92575773,1.1282380270803218,220087,1,1,0,0
92575774,2.309200974182562,251365,1,7,0,0
92575775,1.546314663940025,158312,1,4,0,0
92575776,1.7315113762265222,133671,1,4,0,1
92575777,1.1,216092,1,1,0,0
92575778,1.1361172330946907,163239,1,1,0,0
92575779,1,NA,0,3,0,0
92575800,1.4287222383305707,155455,1,3,0,0
92575801,1.6855272129940309,199201,1,4,0,0
92575802,1.151328608716486,144664,1,1,0,0
92575803,1.1,199241,1,1,0,0
92575804,3.062002568292811,157831,3,10,0,0
92575805,2.0572247327746274,189075,0,3,0,0
