outcome,term,estimate,std.error,statistic,p.value,lwr,upr,model
w4.drunk.bin.30,w1.drunk,0.475059807620427,0.114596852596103,4.14548739217801,3.39091659281186e-05,0.25045410379042,0.699665511450435,Model  1
w4.drunk.bin.30,(Intercept),0.940799528931216,0.248913866726084,3.77961879466729,0.000157068643024411,0.452937314895489,1.42866174296694,Model  2
w4.drunk.bin.30,raceNon Hispanic Black/Af-Am,-0.023343981932367,0.155869352687197,-0.149766336549908,0.880948969291478,-0.328842299492844,0.28215433562811,Model  2
w4.drunk.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.117288559136841,0.248659668295976,-0.471683083712771,0.637153013364369,-0.60465255340463,0.370075435130948,Model  2
w4.drunk.bin.30,raceHispanic,0.328731260340862,0.199993198552131,1.64371219981851,0.100235664744214,-0.063248205974282,0.720710726656007,Model  2
w4.drunk.bin.30,raceMultiple Races or Other,0.241569039851161,0.23483664332887,1.02866842425806,0.303635512551067,-0.218702323323703,0.701840403026025,Model  2
w4.drunk.bin.30,pseudo.gpa,0.170889496770132,0.0724619577402927,2.35833397411934,0.0183571692465286,0.0288666693498952,0.312912324190369,Model  2
w4.drunk.bin.30,sespc_al,0.0881578585606746,0.0402186662210984,2.19196375324918,0.028382123992653,0.00933072126108421,0.166984995860265,Model  2
w4.drunk.bin.30,nhood1_d,-0.0251664199394145,0.00526375194758489,-4.78108014777583,1.74355827236647e-06,-0.0354831841802334,-0.0148496556985955,Model  2
w4.drunk.bin.30,w4.GE_male_std,0.271365394574059,0.0499850303235749,5.42893327897157,5.66918713151716e-08,0.17339653537371,0.369334253774409,Model  2
w4.drunk.bin.30,w1.drunk,0.437949456620156,0.117468043408514,3.7282433920953,0.00019281910911935,0.207716322205081,0.668182591035231,Model  2
w4.drunk.bin.30,(Intercept),0.967544110000629,0.244415835456171,3.95859829701637,7.5390912717639e-05,0.488497875255267,1.44659034474599,Model  3
w4.drunk.bin.30,raceNon Hispanic Black/Af-Am,-0.0052987088932338,0.159144924747783,-0.0332948656806451,0.973439448084856,-0.317217029721226,0.306619611934758,Model  3
w4.drunk.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.17764271232097,0.241242549961302,-0.736365588696794,0.461508240524391,-0.650469421783726,0.295183997141786,Model  3
w4.drunk.bin.30,raceHispanic,0.304069076022768,0.202847784791248,1.49900121579187,0.133873316654207,-0.0935052765118102,0.701643428557347,Model  3
w4.drunk.bin.30,raceMultiple Races or Other,0.265031144169414,0.238934357486149,1.10922157431787,0.267334607743741,-0.203271591172657,0.733333879511485,Model  3
w4.drunk.bin.30,pseudo.gpa,0.153581865436064,0.0706803405838269,2.17290782935484,0.0297872550935046,0.0150509434767385,0.292112787395389,Model  3
w4.drunk.bin.30,sespc_al,0.0819398055934522,0.0405590424767811,2.02025986289889,0.0433564397701998,0.00244554309153099,0.161434068095373,Model  3
w4.drunk.bin.30,nhood1_d,-0.0250977821730503,0.00533758749921941,-4.7020835118339,2.57520125371351e-06,-0.0355592614358516,-0.0146363029102491,Model  3
w4.drunk.bin.30,delta_w1_w4_GE,0.103343338368768,0.0370593271669387,2.7885918679323,0.00529377309043087,0.0307083918302813,0.175978284907255,Model  3
w4.drunk.bin.30,w1.drunk,0.504335668453056,0.114480964143872,4.40541073552841,1.05583624877406e-05,0.279957101815646,0.728714235090466,Model  3
w4.fav.bin.30,(Intercept),-2.20621457118579,0.39978229937216,-5.51853990196802,3.41827861688142e-08,-2.98977347961184,-1.42265566275975,Model  1
w4.fav.bin.30,raceNon Hispanic Black/Af-Am,-1.78725536515818,0.344598498191912,-5.18648622827959,2.14298863049515e-07,-2.46265601074092,-1.11185471957544,Model  1
w4.fav.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.35002193543915,0.471195786852053,-0.74283757454107,0.457580023657322,-1.27354870733619,0.573504836457886,Model  1
w4.fav.bin.30,raceHispanic,-0.31430092648717,0.287620997021677,-1.09276071546155,0.274498874108297,-0.878027721847159,0.249425868872818,Model  1
w4.fav.bin.30,raceMultiple Races or Other,0.0487944742056619,0.367481529393462,0.132780753052265,0.894366776401545,-0.67145608838922,0.769045036800544,Model  1
w4.fav.bin.30,pseudo.gpa,-0.198620180421593,0.0972594072678336,-2.04216934897239,0.0411347357586603,-0.38924511582426,-0.00799524501892546,Model  1
w4.fav.bin.30,sespc_al,-0.00834347273489863,0.0739961183622696,-0.112755546095685,0.910224362581001,-0.15337319972071,0.136686254250913,Model  1
w4.fav.bin.30,nhood1_d,0.0153291635536154,0.00836495879143439,1.8325450173541,0.0668702612171142,-0.00106585440975767,0.0317241815169885,Model  1
w4.fav.bin.30,w1.GE_male_std,-0.05724515687999,0.0728383043471479,-0.785921053394642,0.431913739540743,-0.200005610095367,0.0855152963353872,Model  1
w4.fav.bin.30,w1.recreational,0.924416503381818,0.186116928314488,4.96685880082762,6.80460950415119e-07,0.559634026972198,1.28919897979144,Model  1
w4.fav.bin.30,(Intercept),-2.32627789564396,0.410361949566662,-5.66884404877326,1.43764145764529e-08,-3.13057253742027,-1.52198325386766,Model  2
w4.fav.bin.30,raceNon Hispanic Black/Af-Am,-1.77090273805422,0.346480251179772,-5.11112172201521,3.20251548952046e-07,-2.44999155172096,-1.09181392438748,Model  2
w4.fav.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.225201716378297,0.46868768947401,-0.480494199945878,0.630876026410593,-1.14381270774465,0.693409274988056,Model  2
w4.fav.bin.30,raceHispanic,-0.273602366654292,0.286624939380116,-0.954565807309063,0.339797315443906,-0.835376924910296,0.288172191601712,Model  2
w4.fav.bin.30,raceMultiple Races or Other,0.0603485761136213,0.391298915894138,0.154226279865156,0.8774313217461,-0.706583206228456,0.827280358455699,Model  2
w4.fav.bin.30,pseudo.gpa,-0.184627023610144,0.0973930439961443,-1.89569004145155,0.0580010429268432,-0.375513882187311,0.00625983496702423,Model  2
w4.fav.bin.30,sespc_al,-0.00431617887509196,0.0759726928430584,-0.0568122402085729,0.954694763411156,-0.15321992065601,0.144587562905826,Model  2
w4.fav.bin.30,nhood1_d,0.0157622038774421,0.00857761762008032,1.83759693840193,0.0661218202941677,-0.00104961773107151,0.0325740254859557,Model  2
w4.fav.bin.30,w4.GE_male_std,0.347855813597362,0.100186864950729,3.47207005397797,0.000516461547021385,0.151493166569954,0.544218460624769,Model  2
w4.fav.bin.30,w1.recreational,0.903498279174528,0.185915716232817,4.8597197562529,1.17552033193342e-06,0.539110171198239,1.26788638715082,Model  2
w4.fav.bin.30,(Intercept),-2.23122410699657,0.396160783524984,-5.63211756384226,1.78010265086605e-08,-3.00768497479271,-1.45476323920043,Model  3
w4.fav.bin.30,raceNon Hispanic Black/Af-Am,-1.72278567043227,0.343347814025903,-5.01761071442935,5.23180524163317e-07,-2.3957350200936,-1.04983632077094,Model  3
w4.fav.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.311662713748345,0.466893079340228,-0.667524809296293,0.504436968057772,-1.22675633388619,0.603430906389504,Model  3
w4.fav.bin.30,raceHispanic,-0.316433395745771,0.290922541900316,-1.08768950552548,0.276732202196056,-0.886631100161235,0.253764308669693,Model  3
w4.fav.bin.30,raceMultiple Races or Other,0.0710785971648539,0.390472442000241,0.182032301180451,0.85555737669302,-0.694233326111023,0.836390520440731,Model  3
w4.fav.bin.30,pseudo.gpa,-0.209942029411145,0.0949568235660785,-2.21092093782023,0.0270413124856311,-0.396053983686983,-0.0238300751353066,Model  3
w4.fav.bin.30,sespc_al,-0.00838408396288317,0.0746354870616731,-0.112333747563745,0.910558784450684,-0.154666950572368,0.137898782646601,Model  3
w4.fav.bin.30,nhood1_d,0.0154365110743077,0.0084060488423224,1.83635752823475,0.0663047966598599,-0.00103904190892878,0.0319120640575442,Model  3
w4.fav.bin.30,delta_w1_w4_GE,0.205418361730609,0.0588868754197101,3.48835560159222,0.000486001249395228,0.0900022067458804,0.320834516715338,Model  3
w4.fav.bin.30,w1.recreational,0.921914013870801,0.185537832470622,4.96887347229724,6.73429926290575e-07,0.558266544458756,1.28556148328285,Model  3
w4.marijuana.bin.30,(Intercept),-0.751890225053927,0.272875194772335,-2.75543632934919,0.00586139113859445,-1.28671577908206,-0.217064671025799,Model  1
w4.marijuana.bin.30,raceNon Hispanic Black/Af-Am,0.233202889050367,0.152438568755831,1.52981552473049,0.126062397720242,-0.0655712155658948,0.531976993666629,Model  1
w4.marijuana.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.268468079387588,0.305727156319985,-0.878129645462702,0.379873366575103,-0.867682294870605,0.330746136095429,Model  1
w4.marijuana.bin.30,raceHispanic,-0.0934534533910265,0.242936985925311,-0.384681867337227,0.700473131095756,-0.569601196317351,0.382694289535298,Model  1
w4.marijuana.bin.30,raceMultiple Races or Other,0.335188521462609,0.239488507055619,1.39960169940332,0.16163262480295,-0.134200327077672,0.80457737000289,Model  1
w4.marijuana.bin.30,pseudo.gpa,-0.15471967950675,0.0754263141556193,-2.05126925846506,0.0402407324794993,-0.302552538738367,-0.00688682027513224,Model  1
w4.marijuana.bin.30,sespc_al,0.00332517237850627,0.0434147805133141,0.076590790951633,0.938949085189895,-0.0817662338243007,0.0884165785813132,Model  1
w4.marijuana.bin.30,nhood1_d,-0.0162911144420211,0.00554548589644302,-2.93772534025748,0.00330629795452558,-0.0271600670758243,-0.00542216180821802,Model  1
w4.marijuana.bin.30,w1.GE_male_std,0.0222234151659879,0.0540932119396564,0.410835562709407,0.681193114435102,-0.0837973320438306,0.128244162375806,Model  1
w4.marijuana.bin.30,w1.marijuana,0.870056185825843,0.120369506214465,7.2282109745939,4.89398046724444e-13,0.634136288808622,1.10597608284306,Model  1
w4.marijuana.bin.30,(Intercept),-0.791110102755007,0.272452086003779,-2.90366689555841,0.00368820335946524,-1.32510637883522,-0.257113826674791,Model  2
w4.marijuana.bin.30,raceNon Hispanic Black/Af-Am,0.277230240694844,0.156021721937059,1.7768695105588,0.0755897118877036,-0.028566715107715,0.583027196497403,Model  2
w4.marijuana.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.19621531302086,0.300698691330721,-0.652531316822573,0.514058477036899,-0.785573918227399,0.39314329218568,Model  2
w4.marijuana.bin.30,raceHispanic,-0.0651067648149726,0.239652434048594,-0.271671619249112,0.785874525355011,-0.534816904357578,0.404603374727632,Model  2
w4.marijuana.bin.30,raceMultiple Races or Other,0.363739877959208,0.255308740714605,1.42470593423909,0.154242223022052,-0.136656058779693,0.86413581469811,Model  2
w4.marijuana.bin.30,pseudo.gpa,-0.15230144623805,0.0741712113941921,-2.05337682067272,0.0400360455744559,-0.297674349260373,-0.00692854321572672,Model  2
w4.marijuana.bin.30,sespc_al,0.00626060483030984,0.0438696805860059,0.142709150070879,0.886519889978323,-0.0797223891315377,0.0922435987921573,Model  2
w4.marijuana.bin.30,nhood1_d,-0.016563598016044,0.00558813600694087,-2.9640649396276,0.00303604209398444,-0.0275161433303596,-0.00561105270172844,Model  2
w4.marijuana.bin.30,w4.GE_male_std,0.258190306989273,0.0722058142708351,3.57575507729659,0.000349218485336676,0.116669511544048,0.399711102434498,Model  2
w4.marijuana.bin.30,w1.marijuana,0.843815379458226,0.122177061878626,6.90649592062131,4.96771213610697e-12,0.604352738439198,1.08327802047725,Model  2
w4.marijuana.bin.30,(Intercept),-0.752282643704009,0.268745204057604,-2.79924118587345,0.00512228614328534,-1.27901356467478,-0.225551722733238,Model  3
w4.marijuana.bin.30,raceNon Hispanic Black/Af-Am,0.291493750463332,0.154284237317533,1.88932943203658,0.0588477001512981,-0.0108977980612634,0.593885298987928,Model  3
w4.marijuana.bin.30,raceNon Hispanic Asian/Pacific Islander,-0.258370439952939,0.292011236348863,-0.884796226280372,0.376266545166837,-0.830701946277724,0.313961066371845,Model  3
w4.marijuana.bin.30,raceHispanic,-0.0979149905318398,0.242649666326845,-0.403524109528137,0.686562702136309,-0.573499597393118,0.377669616329438,Model  3
w4.marijuana.bin.30,raceMultiple Races or Other,0.365832539754091,0.249666856184588,1.46528275857176,0.142843788514859,-0.123505506501043,0.855170586009224,Model  3
w4.marijuana.bin.30,pseudo.gpa,-0.165672642652307,0.0736765533854851,-2.24864811177427,0.0245348928562833,-0.310076033792901,-0.0212692515117141,Model  3
w4.marijuana.bin.30,sespc_al,0.00292192188798328,0.0441884886076279,0.0661240513095733,0.94727906257691,-0.0836859243142258,0.0895297680901924,Model  3
w4.marijuana.bin.30,nhood1_d,-0.0162810921182277,0.0055553481398446,-2.93070599868528,0.00338192683079959,-0.0271693743939047,-0.00539280984255068,Model  3
w4.marijuana.bin.30,delta_w1_w4_GE,0.1243017769676,0.0410901042581947,3.02510249637076,0.00248548881529988,0.0437666525005421,0.204836901434657,Model  3
w4.marijuana.bin.30,w1.marijuana,0.881227667404738,0.117023625947408,7.5303397948101,5.06084494265497e-14,0.651865575207531,1.11058975960194,Model  3
w4.prescription,(Intercept),-0.748099014467415,0.269318352009174,-2.77774985954886,0.00547367381937703,-1.27595328478108,-0.220244744153753,Model  1
w4.prescription,raceNon Hispanic Black/Af-Am,-1.86682091997236,0.215944789026952,-8.64489913548857,5.38528473548994e-18,-2.29006492911428,-1.44357691083043,Model  1
w4.prescription,raceNon Hispanic Asian/Pacific Islander,-0.55122298552194,0.32182366423269,-1.71281060650464,0.086747388200711,-1.18198577679072,0.0795398057468436,Model  1
w4.prescription,raceHispanic,-0.585494849202525,0.242921704296975,-2.41022040783458,0.0159428858068381,-1.06161264068769,-0.109377057717366,Model  1
w4.prescription,raceMultiple Races or Other,0.0231100144527641,0.203520398086503,0.113551342617469,0.909593460734851,-0.375782635916035,0.422002664821564,Model  1
w4.prescription,pseudo.gpa,-0.101817673175573,0.070409064672685,-1.44608756910632,0.148152641901505,-0.239816904119187,0.0361815577680412,Model  1
w4.prescription,sespc_al,0.0711159743500445,0.0526242079027875,1.35139277500227,0.176569646983157,-0.0320255778543671,0.174257526554456,Model  1
w4.prescription,nhood1_d,0.000245260368725407,0.00581613706781757,0.0421689457909282,0.966364018199255,-0.0111541588133454,0.0116446795507962,Model  1
w4.prescription,w1.GE_male_std,0.0978008748551788,0.055860879667553,1.75079367595399,0.0799814563402187,-0.0116844374379508,0.207286187148308,Model  1
w4.prescription,(Intercept),-0.79279490048708,0.269008800223539,-2.94709652557199,0.0032077305635023,-1.32004246044955,-0.265547340524614,Model  2
w4.prescription,raceNon Hispanic Black/Af-Am,-1.82278601826395,0.213169568499095,-8.55087351866402,1.22160432187764e-17,-2.24059069512212,-1.40498134140578,Model  2
w4.prescription,raceNon Hispanic Asian/Pacific Islander,-0.494878009339043,0.317405864214223,-1.55913316398288,0.118964865727397,-1.11698207168073,0.127226053002645,Model  2
w4.prescription,raceHispanic,-0.576258694104145,0.241874220979978,-2.38247255854458,0.0171968136257128,-1.05032345601358,-0.102193932194706,Model  2
w4.prescription,raceMultiple Races or Other,0.0443553266951743,0.205091593409484,0.216270818114981,0.828776654559532,-0.357616809919347,0.446327463309696,Model  2
w4.prescription,pseudo.gpa,-0.101987495429726,0.0697802554178422,-1.46155233767816,0.14386392345888,-0.238754282880703,0.0347792920212504,Model  2
w4.prescription,sespc_al,0.0741541569481404,0.0522764932453585,1.4184990680247,0.156045110589719,-0.0283058870508137,0.176614200947094,Model  2
w4.prescription,nhood1_d,0.0006752476584817,0.00582654463502697,0.115891613431118,0.907738442421574,-0.0107445699804862,0.0120950652974496,Model  2
w4.prescription,w4.GE_male_std,0.217948733380566,0.0518409462766122,4.20418123190959,2.62028929862235e-05,0.116342345753931,0.319555121007202,Model  2
w4.prescription,(Intercept),-0.724790247702605,0.266049596270969,-2.72426742179459,0.00644443019919772,-1.24623787449513,-0.203342620910084,Model  3
w4.prescription,raceNon Hispanic Black/Af-Am,-1.81900850208439,0.213487689849001,-8.52043742367988,1.58951831779272e-17,-2.23743668533109,-1.40058031883769,Model  3
w4.prescription,raceNon Hispanic Asian/Pacific Islander,-0.55012161008934,0.315855179643067,-1.74168937394348,0.0815628128728394,-1.16918638652018,0.0689431663414999,Model  3
w4.prescription,raceHispanic,-0.596927582294838,0.245009757079072,-2.4363420845407,0.0148366460502191,-1.07713788203073,-0.116717282558948,Model  3
w4.prescription,raceMultiple Races or Other,0.04577089468074,0.203910378738038,0.224465743058334,0.822394919911422,-0.353886103719736,0.445427893081216,Model  3
w4.prescription,pseudo.gpa,-0.117260474891937,0.070146094662081,-1.67166077394362,0.094591233312311,-0.254744294085753,0.0202233443018793,Model  3
w4.prescription,sespc_al,0.0710079646371358,0.052146253619215,1.36170788328638,0.173290092388591,-0.0311968143852169,0.173212743659489,Model  3
w4.prescription,nhood1_d,0.000506019041001656,0.00576523613011178,0.0877707399283653,0.930058894143006,-0.0107936361363865,0.0118056742183898,Model  3
w4.prescription,delta_w1_w4_GE,0.0604670361689045,0.0379561010487851,1.59307817447282,0.111142654885999,-0.0139255548802774,0.134859627218086,Model  3
